simplified,radical,level,frequency,pos,pinyin,meanings,count
一无所有,一,7,11565,v,yī wú suǒ yǒu,"not having anything at all (idiom); utterly lacking,without two sticks to rub together",1
一无所知,一,7,11975,v,yī wú suǒ zhī,"not knowing anything at all (idiom); completely ignorant,without an inkling",1
一系列,一,6,24973,b,yī xì liè,"a series of,a string of",1
一下儿,一,1,1000000,,yī xià r,"erhua variant of 一下,one time; once,all of sudden",1
一下子,一,5,4322,mq,yī xià zi,"in a short while,all at once,all of a sudden",1
一线,一,7,7391,n,yī xiàn,front line,1
一向,一,6,4429,d,yī xiàng,"always (previously),a period of time in the recent past",1
一些,一,1,187,mq,yī xiē,"some,a few,a little,(following an adjective) slightly ...er",1
一心,一,7,9183,d,yī xīn,"wholeheartedly,heart and soul",1
一心一意,一,7,19090,l,yī xīn yī yì,"concentrating one's thoughts and efforts,single-minded,bent on,intently",1
一行,一,7,13419,n,yī xíng,"party,delegation",1
一言不发,一,7,18750,v,yī yán bù fā,to not say a word (idiom),1
一言一行,一,7,37817,l,yī yán yī xíng,every word and action (idiom),1
一眼,一,7,12941,d,yī yǎn,"a glance,a quick look,a glimpse",1
一样,一,3,235,u,yī yàng,"same,like,equal to,the same as,just like",1
一一,一,6,2016,d,yī yī,"one by one,one after another",1
一应俱全,一,7,31560,v,yī yīng jù quán,with everything needed available,1
一再,一,6,10127,d,yī zài,repeatedly,1
一早,一,7,6719,t,yī zǎo,"early in the morning,at dawn",1
一长一短,一,7,110959,,yī cháng yī duǎn,talking endlessly; long-winded,1
一阵,一,6,3300,mq,yī zhèn,"a burst,a fit,a peal,a spell (period of time)",1
一直,一,3,203,d,yī zhí,"straight (in a straight line),continuously; always; all the way through",1
一致,一,5,1957,a,yī zhì,"unanimous,identical (views or opinions)",1
伊斯兰教,亻,7,18822,nz,Yī sī lán jiào,Islam,1
衣服,衣,1,1472,n,yī fu,clothes,1
衣架,衣,3,32226,n,yī jià,"clothes hanger,clothes rack",1
衣裳,衣,7,24542,n,yī shang,(coll.) clothes,1
衣食住行,衣,6,38411,l,yī shí zhù xíng,"clothing, food, housing and transport (idiom); people's basic needs",1
医疗,匸,5,1749,n,yī liáo,medical treatment,1
医生,匸,1,827,n,yī shēng,doctor,1
医务,匸,7,9497,b,yī wù,medical affairs,1
医学,匸,5,3044,n,yī xué,"medicine,medical science,study of medicine",1
医药,匸,6,6630,n,yī yào,"medical care and medicines,medicine (drug),medical,pharmaceutical",1
医院,匸,1,608,n,yī yuàn,hospital,1
依,亻,7,3723,v,yī,"to depend on,to comply with or listen to sb,according to,in the light of",1
依次,亻,7,13888,d,yī cì,"in order,in succession",1
依法,亻,7,9449,d,yī fǎ,"legal (proceedings),according to law",1
依旧,亻,6,4631,z,yī jiù,"as before,still",1
依据,亻,5,4533,n,yī jù,"according to,basis,foundation",1
依靠,亻,5,2967,v,yī kào,"to rely on sth (for support etc),to depend on",1
依赖,亻,6,4839,v,yī lài,"to depend on,to be dependent on",1
依然,亻,5,1943,d,yī rán,"still,as before",1
依托,亻,7,20466,v,yī tuō,"to rely on,to depend on,support",1
依依不舍,亻,7,34544,v,yī yī bù shě,reluctant to part (idiom); broken-hearted at having to leave,1
依照,亻,7,8772,p,yī zhào,"according to,in light of",1
仪表,亻,7,12333,n,yí biǎo,"appearance,bearing,meter (i.e. measuring instrument)",1
仪器,亻,6,5598,n,yí qì,instrument; apparatus,1
仪式,亻,6,2371,n,yí shì,ceremony,1
怡然自得,忄,7,51833,v,yí rán zì dé,happy and content (idiom),1
姨,女,6,11475,n,yí,"mother's sister,aunt",1
移,禾,5,3002,v,yí,"to move,to shift,to change,to alter,to remove",1
移动,禾,5,1997,vn,yí dòng,"to move,movement,migration,mobile,portable",1
移交,禾,7,9811,v,yí jiāo,"to transfer,to hand over",1
移民,禾,6,4025,n,yí mín,"to immigrate,to migrate,emigrant,immigrant",1
移植,禾,7,4158,vn,yí zhí,to transplant,1
遗产,辶,6,5210,n,yí chǎn,"heritage,legacy,inheritance,bequest",1
遗传,辶,6,5637,vn,yí chuán,"heredity,to inherit (a trait),to pass on (to one's offspring)",1
遗憾,辶,5,1908,a,yí hàn,"regret,to regret,to be sorry that",1
遗留,辶,7,11284,v,yí liú,"to leave behind,to hand down",1
遗弃,辶,7,10752,v,yí qì,"to leave,to abandon",1
遗失,辶,7,10473,v,yí shī,to lose; to leave behind (inadvertently),1
遗体,辶,7,8520,n,yí tǐ,remains (of a dead person),1
遗忘,辶,7,6299,v,yí wàng,to forget; to cease to think about (sb or sth) anymore,1
遗物,辶,7,18820,n,yí wù,remnant,1
遗愿,辶,7,25369,n,yí yuàn,final wishes of the departed,1
遗址,辶,6,14891,n,yí zhǐ,"ruins,historic relics",1
遗嘱,辶,7,11396,n,yí zhǔ,"testament,will",1
疑点,疋,7,15992,n,yí diǎn,a doubtful point,1
疑惑,疋,6,7683,v,yí huò,"to doubt,to distrust,unconvincing,to puzzle over,misgivings,suspicions",1
疑虑,疋,7,11913,n,yí lǜ,"hesitation,misgivings,doubt",1
疑问,疋,5,5419,n,yí wèn,"question,interrogation,doubt",1
乙,乙,5,7820,m,yǐ,"second of the ten Heavenly Stems 干,second in order,letter ""B"" or Roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc",2
已,己,4,303,d,yǐ,"already,to stop,then,afterwards",1
已经,己,2,85,d,yǐ jīng,already,1
以,人,5,166,p,yǐ,old variant of 以,4
以便,人,6,4799,d,yǐ biàn,"so that,so as to,in order to",1
以后,人,3,407,f,yǐ hòu,"after,later,afterwards,following,later on,in the future",1
以及,人,5,558,cc,yǐ jí,"as well as,too,and",1
以来,人,5,1117,f,yǐ lái,since (a previous event),1
以免,人,6,6746,c,yǐ miǎn,"in order to avoid,so as not to",1
以内,人,4,7129,f,yǐ nèi,"within,less than",1
以前,人,3,524,f,yǐ qián,"before,formerly,previous,ago",1
以上,人,3,2124,f,yǐ shàng,"that level or higher,that amount or more,the above-mentioned",1
以身作则,人,7,26601,v,yǐ shēn zuò zé,to set an example (idiom); to serve as a model,1
以外,人,3,3014,f,yǐ wài,"apart from,other than,except for,external,outside of,on the other side of,beyond",1
以往,人,6,4084,t,yǐ wǎng,"in the past,formerly",1
以为,人,3,567,v,yǐ wéi,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except whe,1
以下,人,3,2058,f,yǐ xià,"that level or lower,that amount or less,the following",1
以至,人,6,16023,cc,yǐ zhì,"down to,up to,to such an extent as to ...,also written 以至于",1
以至于,人,7,8091,c,yǐ zhì yú,"down to,up to,to the extent that...",1
以致,人,7,10543,c,yǐ zhì,"to such an extent as to,down to,up to",1
矣,矢,7,12662,y,yǐ,"classical final particle, similar to modern 了",1
倚,亻,7,19232,v,yǐ,"to lean on,to rely upon",1
椅子,木,1,4472,n,yǐ zi,chair,1
义工,丿,7,32774,nr,yì gōng,"volunteer worker,volunteer work",1
义务,丿,5,3344,n,yì wù,"duty,obligation,volunteer (work etc)",1
亿,亻,5,3215,m,yì,100 million,1
艺人,艹,6,6701,n,yì rén,"performing artist,actor",1
艺术,艹,4,1488,n,yì shù,art,1
议,讠,7,9694,v,yì,"to comment on,to discuss,to suggest",1
议程,讠,7,12971,n,yì chéng,"agenda,agenda item",1
议会,讠,7,5245,n,yì huì,"parliament,legislative assembly",1
议论,讠,6,9604,v,yì lùn,"to comment,to talk about,to discuss,discussion",1
议题,讠,7,13627,n,yì tí,"topic of discussion,topic,subject,issue (under discussion)",1
议员,讠,7,4299,n,yì yuán,"member (of a legislative body),representative",1
亦,亠,7,3970,d,yì,also,1
屹立,山,7,21479,v,yì lì,"to tower,to stand straight (of person's bearing)",1
异常,廾,6,2505,a,yì cháng,"unusual; abnormal,extremely; exceptionally",1
异口同声,廾,7,27668,l,yì kǒu tóng shēng,"different mouths, same voice,to speak in unison (idiom)",1
异想天开,廾,7,27249,v,yì xiǎng tiān kāi,"to imagine the wildest thing,to indulge in fantasy",1
异性,廾,7,5644,n,yì xìng,"the opposite sex,of the opposite sex,heterosexual,different in nature",1
异议,廾,7,9182,n,yì yì,"objection,dissent",1
抑扬顿挫,扌,7,55315,l,yì yáng dùn cuò,see 顿挫抑扬,1
抑郁,扌,7,8298,a,yì yù,depressed; despondent; gloomy,1
抑郁症,扌,7,13332,n,yì yù zhèng,clinical depression,1
抑制,扌,6,5184,v,yì zhì,"to inhibit,to keep down,to suppress",1
译,讠,7,12694,v,yì,"to translate,to interpret",1
易拉罐,日,7,28228,n,yì lā guàn,"pull-top can,easy-open can (with ring-pull)",1
疫苗,疒,7,5922,n,yì miáo,vaccine,1
益处,皿,6,18403,n,yì chu,benefit,1
意见,心,4,995,n,yì jiàn,"idea,opinion,suggestion,objection,complaint",1
意料,心,7,10688,v,yì liào,"to anticipate; to expect,expectations",1
意料之外,心,7,23162,,yì liào zhī wài,(idiom) contrary to expectation; unexpected,1
意识,心,5,1263,n,yì shí,"consciousness,awareness,to be aware,to realize",1
意思,心,2,988,n,yì si,"idea,opinion,meaning,wish,desire,interest,fun,token of appreciation, affection etc,to give as a small token",1
意图,心,7,6740,n,yì tú,"intent,intention,to intend",1
意外,心,5,1703,a,yì wài,"unexpected,accident,mishap",1
意味着,心,5,1594,v,yì wèi zhe,"to signify,to mean,to imply",1
意想不到,心,7,10435,v,yì xiǎng bù dào,"unexpected,previously unimagined",1
意向,心,7,13480,n,yì xiàng,"intention,purpose,intent,inclination,disposition",1
意义,心,5,807,n,yì yì,"sense,meaning,significance,importance",1
意愿,心,7,5947,n,yì yuàn,"aspiration,wish (for),desire",1
意志,心,7,4774,n,yì zhì,will; willpower; determination,1
溢,氵,7,13031,v,yì,"to overflow,(literary) excessive,old variant of 镒",1
毅力,殳,7,15355,n,yì lì,"perseverance,willpower",1
毅然,殳,7,27444,d,yì rán,"firmly,resolutely,without hesitation",1
翼,羽,6,6996,g,Yì,"surname Yi,alternative name for 绛 capital of the Jin State during the Spring and Autumn Period (770-475 BC)",2
因,囗,6,679,p,yīn,old variant of 因,2
因此,囗,4,668,c,yīn cǐ,thus; consequently; as a result,1
因而,囗,5,8979,c,yīn ér,"therefore,as a result,thus,and as a result, ...",1
因人而异,囗,7,32691,v,yīn rén ér yì,varying from person to person (idiom); different for each individual,1
因素,囗,5,2704,n,yīn sù,"element,factor",1
因为,囗,2,91,p,yīn wèi,"because,owing to,on account of",1
阴,阝,2,4058,a,Yīn,surname Yin,3
阴暗,阝,7,12522,a,yīn àn,"dim,dark,overcast,darkness,shadow,(fig.) dismal,gloomy,somber,murky,shadowy (side)",1
阴谋,阝,7,5006,n,yīn móu,"to conspire; to plot,a conspiracy; a plot",1
阴天,阝,2,25274,n,yīn tiān,cloudy day; overcast sky,1
阴性,阝,7,8426,n,yīn xìng,"negative,feminine",1
阴影,阝,7,5588,n,yīn yǐng,(lit. and fig.) shadow,1
音节,音,6,20226,n,yīn jié,syllable,1
音乐,音,3,742,n,yīn yuè,music,1
音乐会,音,2,6465,n,yīn yuè huì,concert,1
音量,音,5,13653,n,yīn liàng,"loudness,volume",1
音响,音,7,8563,n,yīn xiǎng,"sound,acoustics,audio,hi-fi system,stereo sound system,abbr. for 组合音响",1
音像,音,6,14508,n,yīn xiàng,"audio and video,audiovisual",1
殷勤,殳,7,27419,a,yīn qín,"politely,solicitously,eagerly attentive",1
银,钅,6,2564,b,yín,"silver,silver-colored,relating to money or currency",1
银幕,钅,7,16291,n,yín mù,movie screen,1
银牌,钅,6,21103,n,yín pái,silver medal,1
银行,钅,3,769,n,yín háng,bank,1
银行卡,钅,3,1000000,,yín háng kǎ,"bank card,ATM card",1
引,弓,6,2892,v,yǐn,"to draw (e.g. a bow),to pull,to stretch sth,to extend,to lengthen,to involve or implicate in,to attract,to lead",1
引导,弓,6,3723,v,yǐn dǎo,"to guide,to lead (around),to conduct,to boot,introduction,primer",1
引发,弓,6,3404,v,yǐn fā,"to lead to,to trigger,to initiate,to cause,to evoke (emotions)",1
引进,弓,5,8315,v,yǐn jìn,"to recommend,to introduce (from outside)",1
引经据典,弓,7,49890,l,yǐn jīng jù diǎn,"lit. to quote the classics,to quote chapter and verse (idiom)",1
引领,弓,7,8946,,yǐn lǐng,"to crane one's neck,to await eagerly,to lead,to show the way",1
引起,弓,4,1216,v,yǐn qǐ,to give rise to; to lead to; to cause; to arouse,1
引擎,弓,7,4502,n,yǐn qíng,engine (loanword),1
引人入胜,弓,7,26589,v,yǐn rén rù shèng,"to enchant,fascinating",1
引人注目,弓,7,9290,v,yǐn rén zhù mù,"to attract attention,eye-catching,conspicuous",1
引入,弓,6,9959,v,yǐn rù,"to draw into,to pull into,to introduce",1
引用,弓,7,7851,v,yǐn yòng,"to quote,to cite,to recommend,to appoint,(computing) reference",1
引诱,弓,7,11617,v,yǐn yòu,"to coerce (sb into doing sth bad),to lure (into a trap),to seduce",1
饮料,饣,3,3463,n,yǐn liào,"drink,beverage",1
饮食,饣,5,5648,n,yǐn shí,"eating and drinking,food and drink; diet",1
饮水,饣,7,13870,n,yǐn shuǐ,drinking water,1
饮用水,饣,6,17077,n,yǐn yòng shuǐ,"drinking water,potable water",1
隐蔽,阝,7,9346,a,yǐn bì,"to conceal,to hide,covert,under cover",1
隐藏,阝,6,3821,v,yǐn cáng,"to hide,to conceal,to mask,to shelter,to harbor (i.e. keep sth hidden),to hide oneself,to lie low,to nestle,hidden",1
隐患,阝,7,11919,n,yǐn huàn,"a danger concealed within sth,hidden damage,misfortune not visible from the surface",1
隐瞒,阝,7,5947,v,yǐn mán,"to conceal,to hide (a taboo subject),to cover up the truth",1
隐情,阝,7,28207,n,yǐn qíng,"sth one wishes to keep secret,ulterior motive,a subject best avoided",1
隐身,阝,7,12784,v,yǐn shēn,"to hide oneself,invisible (person or online status)",1
隐私,阝,6,6796,n,yǐn sī,"secrets,private business,privacy",1
隐形,阝,7,8831,b,yǐn xíng,invisible,1
隐性,阝,7,21205,b,yǐn xìng,"hidden,crypto-,recessive (gene)",1
隐约,阝,7,17193,z,yǐn yuē,"vague,faint,indistinct",1
瘾,疒,7,7327,n,yǐn,"addiction,craving",1
印,卩,6,2082,v,Yìn,"surname Yin,abbr. for 度",2
印刷,卩,5,8873,vn,yìn shuā,"to print,printing",1
印刷术,卩,7,56927,n,yìn shuā shù,"printing,printing technology",1
印象,卩,4,2109,n,yìn xiàng,"impression (sth that stays in one's mind),a memory",1
印章,卩,7,15423,n,yìn zhāng,"seal,signet,chop,stamp",1
印证,卩,7,20138,v,yìn zhèng,"to confirm; to corroborate; to verify,proof; evidence",1
应,广,7,999,v,Yīng,"surname Ying,Taiwan pr. [Yìng]",3
应酬,广,7,16229,v,yìng chou,"to engage in social activities; to socialize,dinner party; banquet; social engagement",1
应当,广,5,3391,v,yīng dāng,should; ought to,1
应对,广,5,7020,v,yìng duì,"to answer; to reply,to handle; to deal with,response",1
应付,广,7,4308,v,yìng fu,"to deal with,to cope",1
应该,广,3,174,v,yīng gāi,"ought to,should,must",1
应急,广,7,6487,vn,yìng jí,"to respond to an emergency,to meet a contingency,(attributive) emergency",1
应聘,广,4,12946,v,yìng pìn,"to accept a job offer,to apply for an advertised position",1
应邀,广,7,19976,v,yìng yāo,"at sb's invitation,on invitation",1
应用,广,5,5484,vn,yìng yòng,"to put to use,to apply,practical,applied (science, linguistics etc),application,practical use,(computing) app",1
应有尽有,广,7,18982,v,yīng yǒu jìn yǒu,"everything that should be here is here (idiom); all one can think of is on hand,to have all one needs",1
英镑,艹,7,5342,q,Yīng bàng,pound sterling,1
英俊,艹,7,8920,a,yīng jùn,handsome,1
英明,艹,7,16155,a,yīng míng,"wise,brilliant",1
英文,艹,2,7197,nz,Yīng wén,English (language),1
英雄,艹,6,1553,n,yīng xióng,hero,1
英勇,艹,7,7835,a,yīng yǒng,"heroic,gallant,valiant",1
英语,艹,2,2039,nz,Yīng yǔ,English (language),1
婴儿,女,6,3041,n,yīng ér,"infant,baby,lead (Pb)",1
鹰,鸟,7,5195,n,yīng,"eagle,falcon,hawk",1
迎,辶,5,8262,v,yíng,"to welcome; to meet,to forge ahead (esp. in the face of difficulties); to meet face to face",1
迎合,辶,7,13117,v,yíng hé,"to cater to,to pander to",1
迎接,辶,5,4264,v,yíng jiē,to welcome; to greet,1
迎来,辶,6,7364,v,yíng lái,"to welcome (a visitor or newcomer),(fig.) to usher in",1
迎面,辶,7,18956,d,yíng miàn,"directly; head-on (collision),in one's face (of wind)",1
盈利,皿,7,9004,v,yíng lì,"profit,gain,to make profits",1
荧光,艹,7,13583,n,yíng guāng,"fluorescence,fluorescent",1
荧屏,艹,6,20338,n,yíng píng,"fluorescent screen,TV screen",1
营救,艹,7,9598,v,yíng jiù,to rescue,1
营养,艹,5,4865,n,yíng yǎng,"nutrition,nourishment",1
营业,艹,5,6105,vn,yíng yè,"to do business,to trade",1
营造,艹,7,8857,v,yíng zào,"to build (housing),to construct,to make",1
赢,贝,4,952,v,yíng,"to beat,to win,to profit",1
赢得,贝,4,1820,v,yíng dé,"to win,to gain",1
赢家,贝,7,11299,,yíng jiā,winner,1
影迷,彡,6,11993,n,yǐng mí,"film enthusiast,movie fan",1
影片,彡,5,3433,n,yǐng piàn,"a copy of a film,film; motion picture; movie",1
影视,彡,5,12925,b,yǐng shì,movies and television,1
影响,彡,3,598,v,yǐng xiǎng,"influence,effect,to influence,to affect (usually adversely),to disturb",1
影响力,彡,6,5422,n,yǐng xiǎng lì,"influence,impact",1
影像,彡,7,5203,n,yǐng xiàng,image,1
影星,彡,6,12675,n,yǐng xīng,film star,1
影子,彡,6,5925,n,yǐng zi,"shadow,reflection,(fig.) hint,indication,influence",1
映,日,7,8489,v,yìng,"to reflect (light),to shine,to project (an image onto a screen etc)",2
硬,石,5,2476,a,yìng,"hard; stiff; solid,(fig.) strong; firm,resolutely; uncompromisingly,laboriously; with great difficulty",1
硬币,石,7,8735,n,yìng bì,coin,1
硬件,石,5,10323,n,yìng jiàn,hardware,1
硬朗,石,7,22706,a,yìng lǎng,"robust,healthy",1
硬盘,石,7,5591,n,yìng pán,hard disk,1
拥抱,扌,5,3677,v,yōng bào,"to embrace,to hug",1
拥护,扌,7,10681,v,yōng hù,to endorse; to support,1
拥挤,扌,6,8579,a,yōng jǐ,"crowded,to throng,congestion",1
拥有,扌,5,692,v,yōng yǒu,to have; to possess,1
庸俗,广,7,19483,a,yōng sú,"vulgar,tacky,tawdry",1
永不,水,7,5989,d,yǒng bù,"never,will never",1
永恒,水,7,5499,z,yǒng héng,"eternal,everlasting,fig. to pass into eternity (i.e. to die)",1
永久,水,7,7342,b,yǒng jiǔ,"everlasting,perpetual,lasting,forever,permanent",1
